sku    ,item_title                                                              ,category_hierarchy                                                                                                                                                                                                                                                                   ,primary_image                                      ,primary_image_meta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,sales_size ,sales_uom_description ,price_range                                                                                                                                                ,retail_price ,fun_tags                                                                                                                                                              ,item_characteristics                                          ,__typename
098082 ,Organic Tuscan Kale                                                     ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 119, 'name': 'Veggies', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20702/98082.png        ,"{'url': '/content/dam/trjo/products/m20702/98082.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20702/98082.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20702/98082.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/98082.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/98082.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20702/98082.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Tuscan Kale"",""srcOriginal"":""/content/dam/trjo/products/m20702/98082.png""}', '__typename': 'ImageWithMeta'}"                                                                ,     10.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.79, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.79 ,"['Alfresco Dining', 'Dinner Hack', 'Picnic', 'Put An Egg On It']"                                                                                                    ,['Organic']                                                   ,SimpleProduct
079718 ,Cinnamon Sugar Cashews                                                  ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 176, 'name': 'Nuts, Dried Fruits, Seeds', '__typename': 'CategoryTree'}]"       ,/content/dam/trjo/products/m21003/79718.png        ,"{'url': '/content/dam/trjo/products/m21003/79718.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21003/79718.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21003/79718.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21003/79718.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21003/79718.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21003/79718.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Cinnamon Sugar Cashews"",""srcOriginal"":""/content/dam/trjo/products/m21003/79718.png""}', '__typename': 'ImageWithMeta'}"                                                             ,     10.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Backpack Ready', 'Cheese Board', 'Desk Drawer', 'Effortless Entertaining', 'Feeling Fancy', 'Game Night']"                                                         ,                                                              ,SimpleProduct
078789 ,"Thick, Bold & Spicy Red Sauce"                                         ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 59, 'name': 'Dips, Sauces & Dressings', '__typename': 'CategoryTree'}, {'id': 65, 'name': 'BBQ, Pasta, Simmer', '__typename': 'CategoryTree'}]"       ,/content/dam/trjo/products/m20402/78789.png        ,"{'url': '/content/dam/trjo/products/m20402/78789.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20402/78789.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20402/78789.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20402/78789.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20402/78789.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20402/78789.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Thick, Bold & Spicy Red Sauce"",""srcOriginal"":""/content/dam/trjo/products/m20402/78789.png""}', '__typename': 'ImageWithMeta'}"                                                      ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.99 ,"['Alfresco Dining', 'Crack a Beer', 'Family Style', 'Pair With Wine']"                                                                                               ,                                                              ,SimpleProduct
076667 ,Halloween Sprinkle                                                      ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 152, 'name': 'For Baking & Cooking', '__typename': 'CategoryTree'}]"             ,/content/dam/trjo/products/m20905/76667.png        ,"{'url': '/content/dam/trjo/products/m20905/76667.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20905/76667.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20905/76667.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20905/76667.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20905/76667.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20905/76667.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Halloween Sprinkle"",""srcOriginal"":""/content/dam/trjo/products/m20905/76667.png""}', '__typename': 'ImageWithMeta'}"                                                                 ,      3.5  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.99 ,"['Fall Faves', 'Family Style', 'Gild The Lily']"                                                                                                                     ,['Kosher']                                                    ,SimpleProduct
078961 ,Enchilada Sauce                                                         ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 59, 'name': 'Dips, Sauces & Dressings', '__typename': 'CategoryTree'}, {'id': 65, 'name': 'BBQ, Pasta, Simmer', '__typename': 'CategoryTree'}]"       ,/content/dam/trjo/products/m20402/78961.png        ,"{'url': '/content/dam/trjo/products/m20402/78961.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20402/78961.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20402/78961.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20402/78961.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20402/78961.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20402/78961.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Enchilada Sauce"",""srcOriginal"":""/content/dam/trjo/products/m20402/78961.png""}', '__typename': 'ImageWithMeta'}"                                                                    ,     24.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.49 ,"['Alfresco Dining', 'Crack a Beer', 'Dinner Hack', 'In Lieu of Pizza']"                                                                                              ,['Kosher']                                                    ,SimpleProduct
080035 ,Thai Style Peanut Dressing                                              ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 59, 'name': 'Dips, Sauces & Dressings', '__typename': 'CategoryTree'}, {'id': 74, 'name': 'Dressing & Seasoning', '__typename': 'CategoryTree'}]"     ,/content/dam/trjo/products/m20405/80035.png        ,"{'url': '/content/dam/trjo/products/m20405/80035.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20405/80035.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20405/80035.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20405/80035.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20405/80035.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20405/80035.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Thai Style Peanut Dressing"",""srcOriginal"":""/content/dam/trjo/products/m20405/80035.png""}', '__typename': 'ImageWithMeta'}"                                                         ,     12.0  ,Fl Oz                 ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.99 ,['Pour It On']                                                                                                                                                        ,                                                              ,SimpleProduct
079569 ,Red Leicester Cheese                                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 29, 'name': 'Cheese', '__typename': 'CategoryTree'}, {'id': 38, 'name': 'Wedges, Wheels, Loaves, Logs', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m20203/79569.png        ,"{'url': '/content/dam/trjo/products/m20203/79569.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20203/79569.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20203/79569.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20203/79569.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20203/79569.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20203/79569.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Red Leicester Cheese"",""srcOriginal"":""/content/dam/trjo/products/m20203/79569.png""}', '__typename': 'ImageWithMeta'}"                                                               ,      6.3  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Cheese Board', 'Crack a Beer', 'Game Night', 'Put An Egg On It']"                                                                                                  ,                                                              ,SimpleProduct
077160 ,Gluten Free Baguette                                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 11, 'name': 'Bakery', '__typename': 'CategoryTree'}, {'id': 17, 'name': 'Loaves, Rolls, Buns', '__typename': 'CategoryTree'}]"                        ,/content/dam/trjo/products/m20102/77160.png        ,"{'url': '/content/dam/trjo/products/m20102/77160.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20102/77160.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20102/77160.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20102/77160.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20102/77160.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20102/77160.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Gluten Free Baguette"",""srcOriginal"":""/content/dam/trjo/products/m20102/77160.png""}', '__typename': 'ImageWithMeta'}"                                                               ,     10.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Alfresco Dining', 'Cheese Board', 'Cut The Mustard', 'Effortless Entertaining', 'Pair With Wine', 'Put An Egg On It']"                                             ,['Gluten Free']                                               ,SimpleProduct
079747 ,Wheat Crisp Crackers                                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 170, 'name': 'Chips, Crackers & Crunchy Bites', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m21001/79747.png        ,"{'url': '/content/dam/trjo/products/m21001/79747.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21001/79747.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21001/79747.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/79747.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/79747.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21001/79747.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Wheat Crisp Crackers"",""srcOriginal"":""/content/dam/trjo/products/m21001/79747.png""}', '__typename': 'ImageWithMeta'}"                                                               ,      9.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Backpack Ready', 'Cheese Board', 'Desk Drawer', 'Effortless Entertaining', 'Midday Snacks', 'Picnic']"                                                             ,['Kosher']                                                    ,SimpleProduct
075822 ,Organic Coconut Crunchy Clusters                                        ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 170, 'name': 'Chips, Crackers & Crunchy Bites', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m21001/75822.png        ,"{'url': '/content/dam/trjo/products/m21001/75822.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21001/75822.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21001/75822.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/75822.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/75822.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21001/75822.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Coconut Crunchy Clusters"",""srcOriginal"":""/content/dam/trjo/products/m21001/75822.png""}', '__typename': 'ImageWithMeta'}"                                                   ,      5.3  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.99 ,"['Backpack Ready', 'Finger Food', 'Midday Snacks']"                                                                                                                  ,"['Organic', 'Kosher']"                                       ,SimpleProduct
078297 ,Hoisin Sauce                                                            ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 59, 'name': 'Dips, Sauces & Dressings', '__typename': 'CategoryTree'}, {'id': 74, 'name': 'Dressing & Seasoning', '__typename': 'CategoryTree'}]"     ,/content/dam/trjo/products/m20405/78297.png        ,"{'url': '/content/dam/trjo/products/m20405/78297.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20405/78297.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20405/78297.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20405/78297.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20405/78297.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20405/78297.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Hoisin Sauce"",""srcOriginal"":""/content/dam/trjo/products/m20405/78297.png""}', '__typename': 'ImageWithMeta'}"                                                                       ,     10.23 ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.99 ,"['Alfresco Dining', 'Pour It On']"                                                                                                                                   ,['Vegan']                                                     ,SimpleProduct
075410 ,Chile Lime Flavored Fried Pork Rinds                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 170, 'name': 'Chips, Crackers & Crunchy Bites', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m21001/75410.png        ,"{'url': '/content/dam/trjo/products/m21001/75410.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21001/75410.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21001/75410.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/75410.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/75410.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21001/75410.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Chile Lime Flavored Fried Pork Rinds"",""srcOriginal"":""/content/dam/trjo/products/m21001/75410.png""}', '__typename': 'ImageWithMeta'}"                                               ,      3.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Alfresco Dining', 'Backpack Ready', 'Crack a Beer', 'Finger Food', 'Game Night', 'Midday Snacks']"                                                                 ,                                                              ,SimpleProduct
078270 ,Organic Farfalline Pasta                                                ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 140, 'name': 'Pastas & Grains', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20901/78270.png        ,"{'url': '/content/dam/trjo/products/m20901/78270.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20901/78270.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20901/78270.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/78270.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/78270.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20901/78270.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Farfalline Pasta"",""srcOriginal"":""/content/dam/trjo/products/m20901/78270.png""}', '__typename': 'ImageWithMeta'}"                                                           ,      1.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.99 ,"['Alfresco Dining', 'Pair With Wine', 'Rain or Shine']"                                                                                                              ,"['Organic', 'Kosher']"                                       ,SimpleProduct
079142 ,Sugar Bee® Apples                                                       ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 116, 'name': 'Fruits', '__typename': 'CategoryTree'}]"                   ,/content/dam/trjo/products/m20701/79142.png        ,"{'url': '/content/dam/trjo/products/m20701/79142.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20701/79142.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20701/79142.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20701/79142.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20701/79142.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20701/79142.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Sugar Bee® Apples 2lb"",""srcOriginal"":""/content/dam/trjo/products/m20701/79142.png""}', '__typename': 'ImageWithMeta'}"                                                                            ,      2.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.49 ,"['Backpack Ready', 'Cheese Board', 'Family Style']"                                                                                                                  ,                                                              ,SimpleProduct
